"","landslide_category","landslide_trigger","landslide_size","landslide_setting","fatality_count","injury_count","country_name","year"
"467","landslide","rain","small","unknown",0,0,"Canada","15"
"468","landslide","downpour","unknown","below_road",0,0,"Philippines","14"
"469","landslide","tropical_cyclone","medium","unknown",0,0,"Philippines","14"
"470","landslide","tropical_cyclone","medium","unknown",0,0,"Philippines","14"
"471","rock_fall","unknown","small","above_road",0,0,NA,"17"
"472","landslide","rain","medium","unknown",0,NA,"India","11"
"473","landslide","downpour","large","unknown",32,NA,"Pakistan","12"
"474","landslide","rain","large","unknown",NA,NA,"Brazil","12"
"475","landslide","unknown","medium","above_road",0,0,"Nepal","15"
"476","landslide","rain","very_large","unknown",15,NA,"Indonesia","13"
"477","landslide","unknown","unknown","unknown",0,0,"United States","14"
"478","landslide","downpour","small","unknown",0,0,"United Kingdom","14"
"479","mudslide","downpour","medium","unknown",0,NA,"United States","13"
"480","mudslide","downpour","medium","unknown",16,NA,"Brazil","13"
"481","landslide","unknown","medium","unknown",0,5,"Nepal","16"
"482","landslide","downpour","medium","unknown",0,NA,"Italy","13"
"483","mudslide","downpour","medium","unknown",7,NA,"Peru","08"
"484","mudslide","continuous_rain","small","unknown",0,0,"United States","14"
"485","landslide","downpour","medium","unknown",4,NA,"Indonesia","11"
"486","landslide","downpour","small","unknown",0,NA,"United States","10"
"487","mudslide","downpour","medium","unknown",0,NA,"Japan","10"
"488","landslide","rain","medium","unknown",NA,NA,"Philippines","07"
"489","landslide","unknown","unknown","above_road",0,0,"United States","11"
"490","landslide","downpour","medium","unknown",0,NA,"Brazil","10"
"491","landslide","unknown","medium","mine",3,1,"Vietnam","16"
"492","complex","rain","small","unknown",0,NA,"United Kingdom","11"
"493","mudslide","rain","medium","unknown",3,NA,"Bangladesh","07"
"494","landslide","rain","medium","unknown",NA,NA,"United States","12"
"495","landslide","continuous_rain","medium","unknown",1,NA,"Philippines","11"
"496","landslide","unknown","unknown","above_road",0,0,"United States","12"
"497","landslide","continuous_rain","medium","unknown",0,NA,"India","09"
"498","mudslide","downpour","small","unknown",NA,NA,"United States","08"
"499","landslide","downpour","medium","unknown",0,NA,"Peru","10"
"500","rock_fall","mining","medium","unknown",5,NA,"China","13"
"501","landslide","downpour","medium","unknown",0,NA,"Pakistan","10"
"502","landslide","rain","medium","above_road",NA,NA,"Nepal","11"
"503","landslide","unknown","unknown","above_road",0,0,"United States","14"
"504","landslide","rain","medium","unknown",NA,NA,"United Kingdom","12"
"505","mudslide","downpour","small","above_road",0,0,"United States","16"
"506","landslide","downpour","medium","unknown",0,NA,"Vietnam","10"
"507","landslide","unknown","small","natural_slope",1,2,"Nepal","16"
"508","mudslide","no_trigger","small","urban",0,0,"United Kingdom","15"
"509","complex","rain","small","unknown",0,NA,"United States","10"
"510","landslide","tropical_cyclone","large","unknown",23,1,"Philippines","14"
"511","landslide","rain","very_large","unknown",NA,NA,"Switzerland","13"
"512","mudslide","downpour","medium","unknown",0,NA,"Brazil","10"
"513","landslide","rain","small","above_road",0,0,"United States","15"
"514","mudslide","downpour","medium","unknown",0,NA,"Peru","09"
"515","landslide","unknown","small","above_road",0,0,"Costa Rica","15"
"516","landslide","unknown","large","above_road",0,0,"Nepal","14"
"517","landslide","downpour","small","unknown",NA,NA,"Brazil","13"
"518","landslide","downpour","medium","unknown",NA,NA,"Costa Rica","08"
"519","complex","downpour","medium","unknown",0,NA,"United States","10"
"520","complex","tropical_cyclone","medium","unknown",NA,NA,"Philippines","08"
"521","landslide","downpour","large","unknown",0,NA,"Vietnam","11"
"522","mudslide","downpour","medium","unknown",0,NA,"United States","13"
"523","landslide","unknown","medium","above_road",0,0,"Indonesia","15"
"524","landslide","rain","large","unknown",22,22,"China","14"
"525","landslide","unknown","medium","other",0,0,"United States","07"
"526","mudslide","downpour","medium","unknown",2,NA,"Peru","10"
"527","debris_flow","downpour","small","unknown",0,0,"United States","97"
"528","landslide","rain","small","unknown",NA,NA,"United Kingdom","07"
"529","landslide","rain","medium","unknown",0,NA,"India","13"
"530","landslide","downpour","large","unknown",1,NA,"India","12"
"531","landslide","downpour","medium","unknown",0,NA,"Pakistan","10"
"532","landslide","unknown","medium","above_road",0,0,"United States","15"
"533","landslide","rain","large","unknown",NA,NA,"Indonesia","07"
"534","riverbank","unknown","medium","urban",0,0,"Brazil","14"
"535","mudslide","tropical_cyclone","large","unknown",29,NA,"Honduras","08"
"536","landslide","downpour","medium","unknown",0,NA,"Brazil","10"
"537","landslide","rain","medium","unknown",NA,NA,"United Kingdom","07"
"538","mudslide","downpour","small","unknown",0,NA,"United States","11"
"539","landslide","unknown","small","urban",0,3,"Indonesia","15"
"540","landslide","continuous_rain","large","natural_slope",0,0,NA,"17"
"541","landslide","downpour","medium","unknown",0,NA,"India","10"
"542","mudslide","rain","small","unknown",0,NA,"Australia","13"
"543","landslide","downpour","large","unknown",20,NA,"China","11"
"544","mudslide","rain","medium","unknown",NA,NA,"United States","07"
"545","landslide","unknown","unknown","above_road",0,0,"United States","12"
"546","mudslide","downpour","medium","unknown",0,NA,"Italy","10"
"547","landslide","downpour","medium","unknown",0,NA,"Brazil","10"
"548","landslide","no_trigger","medium","mine",3,0,"Indonesia","15"
"549","landslide","unknown","unknown","above_road",0,0,"United States","12"
"550","landslide","downpour","medium","unknown",0,NA,"Australia","12"
"551","landslide","unknown","unknown","above_road",0,0,"United States","15"
"552","landslide","downpour","medium","unknown",0,NA,"India","10"
"553","landslide","downpour","medium","unknown",0,NA,"Bhutan","10"
"554","landslide","rain","large","unknown",10,NA,"Costa Rica","07"
"555","landslide","continuous_rain","medium","other",0,0,"El Salvador","14"
"556","landslide","unknown","unknown","above_road",0,0,"United States","11"
"557","landslide","unknown","unknown","above_road",0,0,"United States","12"
"558","landslide","downpour","medium","unknown",0,NA,"India","13"
"559","landslide","downpour","medium","unknown",3,NA,"Vietnam","11"
"560","landslide","downpour","medium","unknown",3,NA,"Ghana","08"
"561","landslide","downpour","medium","unknown",0,NA,"India","13"
"562","landslide","snowfall","medium","above_road",NA,NA,"China","12"
"563","mudslide","downpour","medium","unknown",3,NA,"Mexico","09"
"564","landslide","downpour","large","unknown",0,NA,"Fiji","11"
"565","landslide","downpour","medium","unknown",0,NA,"Georgia","11"
"566","landslide","rain","medium","above_road",0,0,"Nepal","15"
"567","landslide","downpour","medium","unknown",0,NA,"India","11"
"568","landslide","tropical_cyclone","small","unknown",0,NA,"Japan","11"
"569","landslide","unknown","unknown","above_road",0,0,"United States","13"
"570","landslide","downpour","medium","above_road",0,0,"India","15"
"571","mudslide","tropical_cyclone","medium","unknown",0,2,"China","16"
"572","unknown","downpour","medium","unknown",0,0,"Saudi Arabia","16"
"573","landslide","downpour","large","unknown",16,NA,"Kenya","10"
"574","mudslide","downpour","small","unknown",1,NA,"India","13"
"575","landslide","tropical_cyclone","medium","unknown",NA,NA,"Costa Rica","08"
"576","landslide","unknown","unknown","above_road",0,0,"United States","15"
"577","landslide","continuous_rain","small","above_road",0,0,"United States","14"
"578","debris_flow","rain","small","above_road",0,0,"United States","14"
"579","landslide","downpour","medium","unknown",3,NA,"New Zealand","11"
"580","landslide","unknown","medium","unknown",1,NA,"China","13"
"581","landslide","downpour","large","unknown",6,NA,"Yemen","12"
"582","mudslide","rain","small","unknown",NA,NA,"United States","07"
"583","landslide","downpour","medium","unknown",2,NA,"Philippines","10"
"584","mudslide","downpour","medium","unknown",0,0,"Kyrgyzstan","16"
"585","mudslide","downpour","small","burned_area",0,0,"United States","14"
"586","mudslide","downpour","medium","unknown",0,NA,"United States","11"
"587","landslide","downpour","small","unknown",0,NA,"United States","11"
"588","debris_flow","tropical_cyclone","medium","unknown",0,0,"Taiwan","15"
"589","mudslide","unknown","small","above_road",0,0,"United States","15"
"590","landslide","unknown","medium","above_road",NA,NA,"United States","13"
"591","landslide","downpour","medium","unknown",0,NA,"Vietnam","10"
"592","landslide","downpour","medium","unknown",0,NA,"Brunei","10"
"593","landslide","rain","small","urban",0,0,"United States","13"
"594","mudslide","downpour","large","mine",2,1,"China","16"
"595","complex","rain","medium","unknown",NA,NA,"United States","07"
"596","landslide","downpour","medium","unknown",7,NA,"Ecuador","11"
"597","landslide","downpour","medium","unknown",0,NA,"Ireland","11"
"598","landslide","downpour","medium","unknown",NA,NA,"Philippines","12"
"599","landslide","downpour","small","unknown",NA,NA,"United States","09"
"600","landslide","downpour","medium","unknown",0,NA,"Nepal","10"
"601","landslide","unknown","unknown","above_road",0,0,"United States","14"
"602","landslide","downpour","medium","unknown",0,NA,"United States","11"
"603","landslide","downpour","medium","retaining_wall",0,NA,"United Kingdom","11"
"604","rock_fall","unknown","medium","above_road",0,0,"United States","16"
"605","landslide","downpour","medium","unknown",0,NA,"India","11"
"606","mudslide","downpour","medium","unknown",0,NA,"India","10"
"607","unknown","downpour","medium","above_road",0,0,"Saudi Arabia","16"
"608","landslide","downpour","medium","unknown",2,NA,"China","12"
"609","landslide","rain","medium","unknown",0,NA,"India","09"
"610","landslide","downpour","medium","unknown",0,NA,"Indonesia","10"
"611","mudslide","rain","small","above_road",0,0,"United States","15"
"612","landslide","unknown","unknown","above_road",0,0,"United States","15"
"613","landslide","continuous_rain","small","unknown",12,0,"Ivory Coast","14"
"614","landslide","downpour","medium","unknown",1,NA,"India","10"
"615","landslide","rain","medium","unknown",NA,NA,"United States","12"
"616","landslide","rain","medium","unknown",11,NA,"Nepal","07"
"617","landslide","continuous_rain","medium","unknown",8,NA,"China","13"
"618","landslide","downpour","medium","unknown",0,NA,"Philippines","10"
"619","mudslide","rain","small","unknown",NA,NA,"United States","08"
"620","landslide","unknown","small","above_road",0,0,"United States","16"
"621","landslide","downpour","medium","unknown",7,NA,"Ivory Coast","08"
"622","landslide","downpour","large","unknown",6,NA,"Nepal","11"
"623","landslide","downpour","medium","above_road",0,NA,"Vietnam","10"
"624","landslide","rain","medium","above_road",NA,NA,"India","11"
"625","mudslide","rain","small","unknown",0,NA,"United States","10"
"626","landslide","rain","medium","unknown",4,NA,"China","07"
"627","debris_flow","downpour","medium","natural_slope",0,NA,"United States","13"
"628","rock_fall","unknown","small","above_road",0,0,"United States","15"
"629","landslide","downpour","medium","unknown",5,0,"China","14"
"630","landslide","downpour","medium","unknown",0,NA,"Pakistan","10"
"631","landslide","downpour","small","unknown",0,NA,"India","10"
"632","landslide","monsoon","medium","unknown",0,NA,"Nepal","10"
"633","landslide","downpour","medium","unknown",0,NA,"India","12"
"634","landslide","downpour","medium","unknown",NA,NA,"United States","13"
"635","landslide","flooding","medium","unknown",1,NA,"Malaysia","08"
"636","landslide","tropical_cyclone","medium","unknown",0,NA,"Philippines","10"
"637","mudslide","tropical_cyclone","medium","unknown",3,NA,"Dominican Republic","07"
"638","landslide","downpour","medium","unknown",5,NA,"Philippines","11"
"639","mudslide","downpour","medium","unknown",NA,NA,"United Kingdom","12"
"640","complex","embank_coll","very_large","mine",277,33,"China","08"
"641","landslide","downpour","medium","unknown",0,NA,"India","09"
"642","landslide","downpour","medium","unknown",0,NA,"Trinidad and Tobago","10"
"643","landslide","continuous_rain","medium","above_road",0,0,"India","15"
"644","landslide","unknown","unknown","above_road",0,0,"United States","12"
"645","landslide","rain","small","unknown",0,NA,"United States","12"
"646","landslide","downpour","medium","unknown",0,NA,"India","11"
"647","landslide","continuous_rain","medium","above_river",1,5,"China","15"
"648","landslide","continuous_rain","medium","above_road",0,0,"Jamaica","16"
"649","mudslide","continuous_rain","small","above_road",0,0,NA,"17"
"650","landslide","downpour","medium","unknown",1,NA,"India","11"
"651","landslide","downpour","large","unknown",12,NA,"Brazil","10"
"652","landslide","downpour","medium","unknown",0,NA,"Philippines","10"
"653","landslide","downpour","small","unknown",0,NA,"United States","09"
"654","mudslide","unknown","medium","above_road",0,0,"United States","16"
"655","landslide","tropical_cyclone","medium","unknown",NA,NA,"Philippines","12"
"656","rock_fall","unknown","small","above_road",0,0,"United States","16"
"657","mudslide","downpour","medium","unknown",0,NA,"United States","10"
"658","mudslide","downpour","medium","above_river",0,0,"Canada","16"
"659","landslide","rain","medium","unknown",NA,NA,"Spain","07"
"660","landslide","downpour","medium","unknown",0,NA,"Dominica","13"
"661","landslide","downpour","medium","unknown",0,NA,"Sri Lanka","11"
"662","landslide","rain","medium","unknown",NA,NA,"United States","08"
"663","mudslide","downpour","medium","unknown",0,NA,"Kenya","10"
"664","mudslide","downpour","medium","unknown",0,NA,"United States","11"
"665","landslide","downpour","very_large","unknown",234,NA,"India","10"
"666","mudslide","downpour","medium","unknown",NA,NA,"China","07"
"667","mudslide","rain","small","unknown",0,0,"Bulgaria","14"
"668","unknown","mining","unknown","mine",4,1,"Kenya","15"
"669","landslide","downpour","medium","unknown",0,NA,"Indonesia","10"
"670","mudslide","downpour","medium","unknown",0,NA,"United States","10"
"671","mudslide","unknown","medium","above_road",0,0,"United States","14"
"672","landslide","continuous_rain","medium","unknown",2,3,"China","14"
"673","landslide","downpour","medium","unknown",0,NA,"Philippines","11"
"674","landslide","downpour","medium","unknown",0,NA,"India","10"
"675","landslide","downpour","medium","unknown",2,NA,"Nepal","10"
"676","landslide","tropical_cyclone","medium","below_road",0,0,"Philippines","16"
"677","landslide","downpour","medium","unknown",0,NA,"Nepal","10"
"678","landslide","rain","medium","below_road",0,0,"Mexico","15"
"679","landslide","continuous_rain","medium","natural_slope",0,0,"Indonesia","14"
"680","landslide","downpour","medium","unknown",1,3,"Lebanon","14"
"681","landslide","rain","medium","unknown",NA,NA,"India","08"
"682","mudslide","downpour","small","other",0,0,"United States","15"
"683","landslide","unknown","unknown","above_road",0,0,"United States","11"
"684","rock_fall","unknown","small","unknown",NA,NA,"United States","08"
